"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","doi","similarity"
"2932.26","2433.78","2433.78","EUR","","","2014-03-13","","University of Glasgow","Remote Sensing of Environment","","","","Elsevier BV","2014","","0","","Evaluating sub-pixel offset techniques as an alternative to D-InSAR for monitoring episodic landslide movements in vegetated terrain","10.1016/j.rse.2014.03.003","1.0"
"","","2040","","","","2014-03-14","","University of Glasgow","Classical and Quantum Gravity ","","","","IOP Publishing","2014","","0","","Enhanced Characteristics of Fused Silica Fibres Using Laser Polishing","10.1088/0264-9381/31/10/105006","0.9855072463768116"
"2665.69","2185.87","2185.87","EUR","","","2014-03-14","","University of Glasgow","Trends in Ecology and Evolution","","","","Elsevier BV","2014","","0","","Assembling evidence for identifying reservoirs of infection","10.1016/j.tree.2014.03.002","1.0"
"2700","1593","1593","USD","","","2014-03-20","","University of Glasgow","Journal of Biological Chemistry","","","","American Society for Biochemistry & Molecular Biology (ASBMB)","2014","","0","2014","The N-terminal region of the atypical chemokine receptor ACKR2 is a key determinant of ligand binding","10.1074/jbc.m113.534545","1.0"
"","","200","","","","2014-03-21","","University of Glasgow","Statistical Methods in Medical Research","","","","SAGE Publications","2014","","0","","Controlling for localised spatio-temporal autocorrelation in long-term air pollution and health studies","10.1177/0962280214527384","1.0"
"1954.84","1622.51","1622.51","EUR","","","2014-03-24","","University of Glasgow","Advances in Space Research","","","","Elsevier BV","2014","","0","","Development status of AEOLDOS - a deorbit module for small satellites Advances in Space Research","10.1016/j.asr.2014.03.022","0.8242424242424242"
"","","1500","","","","2014-03-24","","University of Glasgow","Equine Veterinary Journal","","","","Wiley-Blackwell","2014","","0","","What is needed to prevent tendon injury in equine athletes? A conversation between researchers and industry stakeholders","10.1111/evj.12269","0.9302325581395349"
"","","1500","","","","2014-03-24","","University of Glasgow","Small","","","","Wiley-Blackwell","2014","","0","","Spatially selecting single cell for lysis using light induced electric fields ","10.1002/smll.201400247","0.9681528662420382"
"800","587.1","587.1","USD","","","2014-03-26","","University of Glasgow","Plant Physiology","","","","Dartmouth Journals","2014","","0","","Systems analysis of guard cell membrane transport for enhanced stomatal dynamics and water use efficiency","10.1104/pp.113.233403","1.0"
"","","1989","","","","2014-01-13","","University of Glasgow","Journal of Epidemiology and Community health","","","","BMJ","2014","","0","","Differences in Adiposity Trajectories by Birth Cohort and Childhood Social Class: Evidence from Cohorts born in the 1930s, 1950s and 1970s in the West of Scotland","10.1136/jech-2013-203551","1.0"
"","","2550","","","","2014-01-28","","University of Glasgow","British Medical Journal","","","","BMJ","2014","","0","2014","Explaining trends in Scottish coronary heart disease mortality between 2000 and 2010: socioeconomic analysis using the IMPACTSEC model. ","10.1136/jech-2013-203126.53","0.9010989010989011"
"","","2550","","","","2014-01-31","","University of Glasgow","American Journal of Epidemiology","","","","Oxford University Press (OUP)","2014","","0","","Early life school, neighbourhood and family influences on adult health: a multilevel cross-classified analysis of the Aberdeen Children of the 1950s study","10.1093/aje/kwu110","0.987012987012987"
"","","1500","","","","2014-02-04","","University of Glasgow","Perspectives on Sexual and Reproductive Health","","","","Wiley-Blackwell","2014","","0","2014","Access to and experience of later abortion: accounts from women in Scotland","10.1363/46e1214","1.0"
"","","1350","","","","2014-02-14","","University of Glasgow","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","HIV prevalence and undiagnosed infection among a community sample of gay and bisexual men in Scotland","10.1097/qai.0b013e318058a01e","0.9312169312169312"
"","","1001.48","","","","2014-02-14","","University of Glasgow","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","Understanding the development of minimum unit pricing of alcohol in Scotland: a qualitative study","10.1371/journal.pone.0091185","0.8981481481481481"
"2649.78","2199.31","2199.31","EUR","","","2014-02-17","","University of Glasgow","Social Science & Medicine ","","","","Elsevier BV","2014","","0","2014","Socioeconomic and geographic inequalities in adolescent smoking: A multilevel cross-sectional study of 15 year olds in Scotland","10.1016/j.socscimed.2014.02.016","1.0"
"","","1602.96","","","","2014-03-03","","University of Glasgow","FEBS Letters","","","","Elsevier BV","2014","","0","","The Role of c-Jun in Controlling the EPAC1-dependent Induction of the SOCS3 Gene in HUVECs","10.1016/j.febslet.2014.02.038","1.0"
"","","1500","","","","2014-03-28","","University of Glasgow","Population, Space and Place","","","","Wiley-Blackwell","2014","","0","","Emigration of Scottish steelworkers to Canada: impacts on social networks","10.1002/psp.1852","1.0"
"600","323.4","323.4","USD","","","2014-03-31","","University of Glasgow","International Journal of Qualitative Methods.","","","","University of Alberta","2014","","0","","Avoiding pitfalls and realising opportunities: reflecting on issues of sampling and recruitment for online focus groups","10.1177/160940691401300109","1.0"
"","","1510.16","CHF","","","2014-04-03","","University of Glasgow","Sensors","","","","MDPI AG","2014","","0","","Luminescent Measurement Systems for the Investigation of a Scramjet Inlet-Isolator","10.3390/s140406606","1.0"
"","","2134.68","EUR","","","2014-04-03","","University of Glasgow","The Veterinary Journal","","","","Elsevier BV","2014","","0","","Estimates of genetic parameters of distal limb fracture and superficial digital flexor tendon injury in UK Thoroughbred racehorses'","10.1016/j.tvjl.2014.03.005","0.9961685823754789"
"","","1657.5","","","","2014-04-03","","University of Glasgow","Journal of Epidemiology and Community Health","","","","BMJ","2014","","0","","You have been QUALIFIED for a smokeless e-cig starter kit","10.1136/jech-2014-203879","1.0"
"","","3600","","","","2014-04-04","","University of Glasgow","International Materials Reviews","","","","Maney Publishing","2014","","0","","Aberration-corrected scanning transmission electron microscopy for atomic-resolution studies of functional oxides","10.1179/1743280413y.0000000026","1.0"
"","","1500","","","","2014-04-04","","University of Glasgow","Laser and Photonics Reviews","","","","Wiley-Blackwell","2014","","0","","A monolithic resonant terahertz sensor element comprising a metamaterial absorber and micro-bolometer","10.1002/lpor.201300087","1.0"
"","","1070.94","","","","2014-04-07","","University of Glasgow","IEEE Transactions on Pattern Analysis and Machine Intelligence","","","","Institute of Electrical and Electronics Engineers (IEEE)","2014","","0","","Pseudo-Marginal Bayesian Inference for Gaussian Processes","10.1109/tpami.2014.2316530","1.0"
"","","2404.45","","","","2014-04-07","","University of Glasgow","Journal of Catalysis","","","","Elsevier BV","2014","","0","","The application of inelastic neutron scattering to investigate CO hydrogenation over an iron Fischer-Tropsch synthesis catalyst","10.1016/j.jcat.2014.02.004","0.9921259842519685"
"","","976.87","","","","2014-04-07","","University of Glasgow","IEEE Transacations on Electron Devices","","","","Institute of Electrical and Electronics Engineers (IEEE)","2014","","0","","Optimization and evaluation of variability in the programing window of a flash cell with molecular metal oxide storage","10.1109/ted.2014.2315520","0.9590163934426229"
"","","3498","","","","2014-04-09","","University of Glasgow","Nature Communications","","","","Springer Nature","2014","","0","","Discovery of gigantic molecular nanostructures using a flow reaction array as a search engine","10.1038/ncomms4715","1.0"
"","","1843.76","EUR","","","2014-04-10","","University of Glasgow","Biological Conservation","","","","Elsevier BV","2014","","0","","Out of sight but not out of harm’s way: human disturbance reduces reproductive success of a cavity-nesting seabird","10.1016/j.biocon.2014.03.020","1.0"
"","","2550","","","","2014-04-14","","University of Glasgow","American Journal of Epidemiology","","","","Oxford University Press (OUP)","2014","","0","","Multilevel analysis of individual heterogeneity: a fundamental critique of the current probabilistic risk factor epidemiology"" - Response to Invited Commentary","",""
"","","1740","","","","2014-04-14","","University of Glasgow","Chem Comm","","","","Royal Society of Chemistry (RSC)","2014","","0","","Solvatochromic probes for detecting hydrogen-bond-donating solvents","10.1039/c4cc00805g","1.0"
"","","1500","","","","2014-04-15","","University of Glasgow","Milbank Quarterly","","","","Wiley-Blackwell","2014","","0","","Changing Policy Framing as a Deliberate Strategy for Public Health Advocacy: A Qualitative Policy Case Study of Minimum Unit Pricing of Alcohol","10.1111/1468-0009.12057","1.0"
"","","976.87","","","","2014-04-17","","University of Glasgow","IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","","","","Institute of Electrical and Electronics Engineers (IEEE)","2014","","0","","Smart Cymbal Transducers with Nitinol End-Caps for Multiple Frequency Applications","",""
"","","1260","","","","2014-04-23","","University of Glasgow","Proceedings of the Royal Society B","","","","The Royal Society","2014","","0","","A cross-culture, cross-gender comparison of perspective taking mechanisms","10.1098/rspb.2014.0388","1.0"
"","","1260","","","","2014-04-25","","University of Glasgow","Proceedings of the Royal Society B","","","","The Royal Society","2014","","0","","Can environmental conditions experienced in early life influence future generations?","10.1098/rspb.2014.0311","1.0"
"","","1500","","","","2014-04-25","","University of Glasgow","International Journal for Numerical Methods in Biomedical Engineering","","","","Wiley-Blackwell","2014","","0","","Quasi-static imaged-based immersed boundary-finite element model of human left ventricle in diastole","10.1002/cnm.2652","0.8878048780487805"
"","","1740","","","","2014-04-28","","University of Glasgow","Lab-on-a-Chip","","","","Royal Society of Chemistry (RSC)","2014","","0","","Integrating microfluidic generation, handling and analysis of biomimetic giant unilamellar vesicles","10.1039/c4lc00199k","1.0"
"","","1740","","","","2014-04-28","","University of Glasgow","Lab-on-a-Chip","","","","Royal Society of Chemistry (RSC)","2014","","0","","Cell Patterning with a Heptagon Acoustic Tweezer – Application in Neurite Guidance","10.1039/c4lc00436a","1.0"
"","","1266.86","","","","2014-04-29","","University of Glasgow","Health and Place","","","","Elsevier BV","2014","","0","","The Relative Influence of Neighbourhood Incivilities, Cognitive Social Capital, Club Membership and Individual Characteristics on Positive Mental Health","10.1016/j.healthplace.2014.04.006","1.0"
"","","394","","","","2014-04-29","","University of Glasgow","Journal of Modern Optics","","","","Informa UK Limited","2014","","0","","Advanced technologies for future laser-interferometric gravitational wave detectors","10.1080/09500340.2014.920934","0.9222222222222223"
